Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_4_6,VPWR,li1,9.2000,24.4800,1.799985
FILLER_3_102,VPWR,li1,52.6700,19.0400,1.799975
FILLER_3_83,VPWR,li1,44.1600,19.0400,1.799976
FILLER_3_75,VPWR,li1,41.8600,19.0400,1.799976
FILLER_3_65,VPWR,li1,35.6500,19.0400,1.799980
FILLER_3_57,VPWR,li1,33.5800,19.0400,1.799981
FILLER_3_50,VPWR,li1,29.9000,19.0400,1.799983
FILLER_3_37,VPWR,li1,23.4600,19.0400,1.799987
FILLER_3_25,VPWR,li1,19.7800,19.0400,1.799989
FILLER_3_15,VPWR,li1,12.8800,19.0400,1.799988
FILLER_3_3,VPWR,li1,9.6600,19.0400,1.799988
FILLER_2_99,VPWR,li1,51.2900,19.0400,1.799975
FILLER_2_85,VPWR,li1,45.0800,19.0400,1.799976
FILLER_2_82,VPWR,li1,43.7000,19.0400,1.799976
FILLER_2_63,VPWR,li1,34.7300,19.0400,1.799980
FILLER_2_57,VPWR,li1,32.4300,19.0400,1.799981
FILLER_2_29,VPWR,li1,19.3200,19.0400,1.799989
FILLER_2_27,VPWR,li1,18.1700,19.0400,1.799989
FILLER_2_15,VPWR,li1,13.8000,19.0400,1.799988
FILLER_2_3,VPWR,li1,9.6600,19.0400,1.799988
FILLER_1_100,VPWR,li1,52.2100,13.6000,1.799970
FILLER_1_92,VPWR,li1,49.6800,13.6000,1.799970
FILLER_1_77,VPWR,li1,41.1700,13.6000,1.799971
FILLER_1_73,VPWR,li1,40.0200,13.6000,1.799971
FILLER_1_62,VPWR,li1,34.2700,13.6000,1.799972
FILLER_1_55,VPWR,li1,31.0500,13.6000,1.799973
FILLER_1_51,VPWR,li1,29.9000,13.6000,1.799973
FILLER_1_39,VPWR,li1,24.1500,13.6000,1.799981
FILLER_1_15,VPWR,li1,14.2600,13.6000,1.799984
FILLER_1_3,VPWR,li1,9.6600,13.6000,1.799984
FILLER_0_102,VPWR,li1,52.6700,13.6000,1.799970
FILLER_0_90,VPWR,li1,49.6800,13.6000,1.799970
FILLER_0_85,VPWR,li1,45.0800,13.6000,1.799970
FILLER_0_83,VPWR,li1,43.9300,13.6000,1.799970
FILLER_0_71,VPWR,li1,40.9400,13.6000,1.799971
FILLER_0_57,VPWR,li1,32.4300,13.6000,1.799973
FILLER_0_42,VPWR,li1,25.3000,13.6000,1.799977
FILLER_0_34,VPWR,li1,22.0800,13.6000,1.799984
FILLER_0_29,VPWR,li1,19.3200,13.6000,1.799984
FILLER_0_27,VPWR,li1,18.1700,13.6000,1.799984
FILLER_0_15,VPWR,li1,15.1800,13.6000,1.799984
FILLER_0_3,VPWR,li1,9.6600,13.6000,1.799984
fanout32,VPWR,li1,51.9800,51.6800,1.799977
fanout31,VPWR,li1,51.0600,46.2400,1.799977
fanout30,VPWR,li1,49.2200,46.2400,1.799977
output29,VPWR,li1,37.2600,13.6000,1.799971
output28,VPWR,li1,51.9800,24.4800,1.799973
output27,VPWR,li1,30.3600,13.6000,1.799973
output26,VPWR,li1,26.6800,13.6000,1.799977
output25,VPWR,li1,28.5200,13.6000,1.799975
output24,VPWR,li1,30.3600,57.1200,1.799989
output23,VPWR,li1,7.8200,40.8000,1.799979
output22,VPWR,li1,9.6600,40.8000,1.799980
output21,VPWR,li1,14.7200,40.8000,1.799981
output20,VPWR,li1,51.9800,29.9200,1.799983
input19,VPWR,li1,48.9900,51.6800,1.799977
input18,VPWR,li1,50.3700,51.6800,1.799977
input17,VPWR,li1,45.3100,40.8000,1.799977
input16,VPWR,li1,50.8300,35.3600,1.799978
input15,VPWR,li1,46.2300,13.6000,1.799970
input14,VPWR,li1,20.4700,13.6000,1.799984
input13,VPWR,li1,7.5900,24.4800,1.799985
input12,VPWR,li1,38.1800,57.1200,1.799988
input11,VPWR,li1,20.4700,57.1200,1.799994
input10,VPWR,li1,9.2000,35.3600,1.799985
input9,VPWR,li1,52.2100,35.3600,1.799978
input8,VPWR,li1,50.3700,24.4800,1.799973
input7,VPWR,li1,52.2100,19.0400,1.799975
input6,VPWR,li1,23.9200,13.6000,1.799981
input5,VPWR,li1,7.8200,29.9200,1.799991
input4,VPWR,li1,33.5800,57.1200,1.799988
input3,VPWR,li1,27.1400,57.1200,1.799990
input2,VPWR,li1,7.8200,29.9200,1.799991
input1,VPWR,li1,50.6000,35.3600,1.799978
TAP_TAPCELL_ROW_16_61,VPWR,li1,44.3900,56.8130,1.799988
TAP_TAPCELL_ROW_16_60,VPWR,li1,31.5100,56.8130,1.799989
TAP_TAPCELL_ROW_16_59,VPWR,li1,18.6300,56.8130,1.799994
TAP_TAPCELL_ROW_15_58,VPWR,li1,31.5100,51.9860,1.799982
TAP_TAPCELL_ROW_14_57,VPWR,li1,44.3900,51.3730,1.799978
TAP_TAPCELL_ROW_14_56,VPWR,li1,18.6300,51.3730,1.799989
TAP_TAPCELL_ROW_13_55,VPWR,li1,31.5100,46.5460,1.799985
TAP_TAPCELL_ROW_12_54,VPWR,li1,44.3900,45.9330,1.799979
TAP_TAPCELL_ROW_12_53,VPWR,li1,18.6300,45.9330,1.799990
TAP_TAPCELL_ROW_11_52,VPWR,li1,31.5100,41.1060,1.799982
TAP_TAPCELL_ROW_10_51,VPWR,li1,44.3900,40.4930,1.799977
TAP_TAPCELL_ROW_10_50,VPWR,li1,18.6300,40.4930,1.799983
TAP_TAPCELL_ROW_9_49,VPWR,li1,31.5100,35.6660,1.799984
TAP_TAPCELL_ROW_8_48,VPWR,li1,44.3900,35.0530,1.799979
TAP_TAPCELL_ROW_8_47,VPWR,li1,18.6300,35.0530,1.799987
TAP_TAPCELL_ROW_7_46,VPWR,li1,31.5100,30.2260,1.799989
TAP_TAPCELL_ROW_6_45,VPWR,li1,44.3900,29.6130,1.799985
TAP_TAPCELL_ROW_6_44,VPWR,li1,18.6300,29.6130,1.799993
TAP_TAPCELL_ROW_5_43,VPWR,li1,31.5100,24.7860,1.799983
TAP_TAPCELL_ROW_4_42,VPWR,li1,44.3900,24.1730,1.799976
TAP_TAPCELL_ROW_4_41,VPWR,li1,18.6300,24.1730,1.799987
TAP_TAPCELL_ROW_3_40,VPWR,li1,31.5100,19.3460,1.799983
TAP_TAPCELL_ROW_2_39,VPWR,li1,44.3900,18.7330,1.799976
TAP_TAPCELL_ROW_2_38,VPWR,li1,18.6300,18.7330,1.799989
TAP_TAPCELL_ROW_1_37,VPWR,li1,31.5100,13.9060,1.799973
TAP_TAPCELL_ROW_0_36,VPWR,li1,44.3900,13.2930,1.799970
TAP_TAPCELL_ROW_0_35,VPWR,li1,31.5100,13.2930,1.799973
TAP_TAPCELL_ROW_0_34,VPWR,li1,18.6300,13.2930,1.799984
PHY_EDGE_ROW_16_Left_33,VPWR,li1,6.2100,57.1200,1.799994
PHY_EDGE_ROW_15_Left_32,VPWR,li1,6.2100,51.6800,1.799989
PHY_EDGE_ROW_14_Left_31,VPWR,li1,6.2100,51.6800,1.799989
PHY_EDGE_ROW_13_Left_30,VPWR,li1,6.2100,46.2400,1.799988
PHY_EDGE_ROW_12_Left_29,VPWR,li1,6.2100,46.2400,1.799988
PHY_EDGE_ROW_11_Left_28,VPWR,li1,6.2100,40.8000,1.799979
PHY_EDGE_ROW_10_Left_27,VPWR,li1,6.2100,40.8000,1.799979
PHY_EDGE_ROW_9_Left_26,VPWR,li1,6.2100,35.3600,1.799985
PHY_EDGE_ROW_8_Left_25,VPWR,li1,6.2100,35.3600,1.799985
PHY_EDGE_ROW_7_Left_24,VPWR,li1,6.2100,29.9200,1.799991
PHY_EDGE_ROW_6_Left_23,VPWR,li1,6.2100,29.9200,1.799991
PHY_EDGE_ROW_5_Left_22,VPWR,li1,6.2100,24.4800,1.799985
PHY_EDGE_ROW_4_Left_21,VPWR,li1,6.2100,24.4800,1.799985
PHY_EDGE_ROW_3_Left_20,VPWR,li1,6.2100,19.0400,1.799988
PHY_EDGE_ROW_2_Left_19,VPWR,li1,6.2100,19.0400,1.799988
PHY_EDGE_ROW_1_Left_18,VPWR,li1,6.2100,13.6000,1.799984
PHY_EDGE_ROW_0_Left_17,VPWR,li1,6.2100,13.6000,1.799984
PHY_EDGE_ROW_16_Right_16,VPWR,li1,53.5900,57.1200,1.799988
PHY_EDGE_ROW_15_Right_15,VPWR,li1,53.5900,51.6800,1.799977
PHY_EDGE_ROW_14_Right_14,VPWR,li1,53.5900,51.6800,1.799977
PHY_EDGE_ROW_13_Right_13,VPWR,li1,53.5900,46.2400,1.799977
PHY_EDGE_ROW_12_Right_12,VPWR,li1,53.5900,46.2400,1.799977
PHY_EDGE_ROW_11_Right_11,VPWR,li1,53.5900,40.8000,1.799976
PHY_EDGE_ROW_10_Right_10,VPWR,li1,53.5900,40.8000,1.799976
PHY_EDGE_ROW_9_Right_9,VPWR,li1,53.5900,35.3600,1.799978
PHY_EDGE_ROW_8_Right_8,VPWR,li1,53.5900,35.3600,1.799978
PHY_EDGE_ROW_7_Right_7,VPWR,li1,53.5900,29.9200,1.799983
PHY_EDGE_ROW_6_Right_6,VPWR,li1,53.5900,29.9200,1.799983
PHY_EDGE_ROW_5_Right_5,VPWR,li1,53.5900,24.4800,1.799973
PHY_EDGE_ROW_4_Right_4,VPWR,li1,53.5900,24.4800,1.799973
PHY_EDGE_ROW_3_Right_3,VPWR,li1,53.5900,19.0400,1.799975
PHY_EDGE_ROW_2_Right_2,VPWR,li1,53.5900,19.0400,1.799975
PHY_EDGE_ROW_1_Right_1,VPWR,li1,53.5900,13.6000,1.799970
PHY_EDGE_ROW_0_Right_0,VPWR,li1,53.5900,13.6000,1.799970
_251_,VPWR,li1,42.5500,13.6000,1.799970
_250_,VPWR,li1,21.1600,19.0400,1.799989
_249_,VPWR,li1,16.5600,24.4800,1.799987
_248_,VPWR,li1,12.1900,24.4800,1.799985
_247_,VPWR,li1,14.4900,24.4800,1.799986
_246_,VPWR,li1,12.8800,24.4800,1.799985
_245_,VPWR,li1,25.0700,24.4800,1.799986
_244_,VPWR,li1,34.9600,29.9200,1.799988
_243_,VPWR,li1,29.4400,29.9200,1.799990
_242_,VPWR,li1,22.0800,24.4800,1.799988
_241_,VPWR,li1,24.1500,19.0400,1.799987
_240_,VPWR,li1,28.0600,13.6000,1.799975
_239_,VPWR,li1,17.2500,19.0400,1.799989
_238_,VPWR,li1,20.0100,24.4800,1.799987
_237_,VPWR,li1,18.6300,13.6000,1.799984
_236_,VPWR,li1,22.7700,13.6000,1.799981
_235_,VPWR,li1,16.7900,13.6000,1.799984
_234_,VPWR,li1,25.5300,24.4800,1.799986
_233_,VPWR,li1,28.2900,24.4800,1.799984
_232_,VPWR,li1,27.3700,29.9200,1.799991
_231_,VPWR,li1,25.7600,29.9200,1.799991
_230_,VPWR,li1,23.2300,29.9200,1.799993
_229_,VPWR,li1,15.8700,24.4800,1.799986
_228_,VPWR,li1,15.6400,29.9200,1.799993
_227_,VPWR,li1,17.7100,24.4800,1.799987
_226_,VPWR,li1,22.0800,51.6800,1.799989
_225_,VPWR,li1,34.9600,51.6800,1.799980
_224_,VPWR,li1,25.7600,19.0400,1.799986
_223_,VPWR,li1,27.8300,19.0400,1.799984
_222_,VPWR,li1,25.9900,13.6000,1.799977
_221_,VPWR,li1,28.5200,51.6800,1.799984
_220_,VPWR,li1,9.8900,24.4800,1.799985
_219_,VPWR,li1,12.1900,29.9200,1.799992
_218_,VPWR,li1,9.8900,29.9200,1.799992
_217_,VPWR,li1,31.0500,51.6800,1.799982
_216_,VPWR,li1,25.3000,46.2400,1.799987
_215_,VPWR,li1,25.5300,51.6800,1.799987
_214_,VPWR,li1,24.1500,51.6800,1.799987
_213_,VPWR,li1,20.7000,51.6800,1.799989
_212_,VPWR,li1,33.1200,46.2400,1.799984
_211_,VPWR,li1,34.9600,29.9200,1.799988
_210_,VPWR,li1,33.5800,46.2400,1.799984
_209_,VPWR,li1,39.1000,46.2400,1.799981
_208_,VPWR,li1,28.7500,51.6800,1.799984
_207_,VPWR,li1,20.2400,46.2400,1.799990
_206_,VPWR,li1,39.3300,51.6800,1.799979
_205_,VPWR,li1,32.8900,51.6800,1.799981
_204_,VPWR,li1,38.4100,51.6800,1.799979
_203_,VPWR,li1,37.0300,51.6800,1.799979
_202_,VPWR,li1,35.1900,51.6800,1.799980
_201_,VPWR,li1,13.1100,46.2400,1.799988
_200_,VPWR,li1,16.3300,46.2400,1.799989
_199_,VPWR,li1,23.2300,46.2400,1.799988
_198_,VPWR,li1,25.7600,46.2400,1.799987
_197_,VPWR,li1,26.4500,40.8000,1.799984
_196_,VPWR,li1,30.1300,40.8000,1.799983
_195_,VPWR,li1,13.5700,40.8000,1.799981
_194_,VPWR,li1,14.4900,46.2400,1.799988
_193_,VPWR,li1,12.4200,40.8000,1.799980
_192_,VPWR,li1,9.6600,40.8000,1.799980
_191_,VPWR,li1,9.8900,46.2400,1.799988
_190_,VPWR,li1,13.8000,35.3600,1.799986
_189_,VPWR,li1,23.2300,46.2400,1.799988
_188_,VPWR,li1,19.5500,51.6800,1.799989
_187_,VPWR,li1,17.2500,51.6800,1.799989
_186_,VPWR,li1,17.4800,35.3600,1.799987
_185_,VPWR,li1,13.1100,35.3600,1.799986
_184_,VPWR,li1,21.1600,35.3600,1.799989
_183_,VPWR,li1,24.8400,35.3600,1.799986
_182_,VPWR,li1,26.6800,40.8000,1.799984
_181_,VPWR,li1,28.2900,35.3600,1.799985
_180_,VPWR,li1,20.2400,35.3600,1.799989
_179_,VPWR,li1,39.1000,46.2400,1.799981
_178_,VPWR,li1,49.9100,46.2400,1.799977
_177_,VPWR,li1,42.0900,46.2400,1.799980
_176_,VPWR,li1,47.6100,40.8000,1.799976
_175_,VPWR,li1,22.7700,35.3600,1.799987
_174_,VPWR,li1,24.6100,35.3600,1.799986
_173_,VPWR,li1,36.1100,35.3600,1.799981
_172_,VPWR,li1,9.8900,35.3600,1.799985
_171_,VPWR,li1,15.4100,35.3600,1.799986
_170_,VPWR,li1,33.3500,35.3600,1.799983
_169_,VPWR,li1,40.9400,35.3600,1.799980
_168_,VPWR,li1,33.8100,35.3600,1.799982
_167_,VPWR,li1,44.1600,40.8000,1.799977
_166_,VPWR,li1,38.4100,40.8000,1.799979
_165_,VPWR,li1,46.6900,35.3600,1.799979
_164_,VPWR,li1,50.8300,40.8000,1.799976
_163_,VPWR,li1,40.7100,40.8000,1.799978
_162_,VPWR,li1,50.1400,40.8000,1.799976
_161_,VPWR,li1,37.9500,35.3600,1.799981
_160_,VPWR,li1,45.7700,46.2400,1.799978
_159_,VPWR,li1,42.0900,46.2400,1.799980
_158_,VPWR,li1,8.0500,24.4800,1.799985
_157_,VPWR,li1,21.8500,57.1200,1.799994
_156_,VPWR,li1,50.1400,29.9200,1.799984
_155_,VPWR,li1,48.3000,24.4800,1.799974
_154_,VPWR,li1,49.4500,29.9200,1.799984
_153_,VPWR,li1,32.8900,13.6000,1.799973
_152_,VPWR,li1,30.5900,19.0400,1.799983
_151_,VPWR,li1,22.5400,40.8000,1.799987
_150_,VPWR,li1,48.3000,19.0400,1.799975
_149_,VPWR,li1,45.0800,24.4800,1.799976
_148_,VPWR,li1,41.4000,29.9200,1.799986
_147_,VPWR,li1,46.4600,29.9200,1.799984
_146_,VPWR,li1,43.0100,29.9200,1.799985
_145_,VPWR,li1,51.2900,19.0400,1.799975
_144_,VPWR,li1,49.9100,19.0400,1.799975
_143_,VPWR,li1,45.5400,19.0400,1.799975
_142_,VPWR,li1,46.4600,13.6000,1.799970
_141_,VPWR,li1,47.1500,19.0400,1.799975
_140_,VPWR,li1,36.8000,13.6000,1.799971
_139_,VPWR,li1,47.6100,29.9200,1.799984
_138_,VPWR,li1,46.2300,29.9200,1.799984
_137_,VPWR,li1,51.2900,24.4800,1.799973
_136_,VPWR,li1,36.8000,19.0400,1.799978
_135_,VPWR,li1,34.7300,13.6000,1.799972
_134_,VPWR,li1,33.8100,19.0400,1.799981
_133_,VPWR,li1,27.6000,19.0400,1.799984
_132_,VPWR,li1,37.2600,19.0400,1.799978
_131_,VPWR,li1,38.1800,24.4800,1.799979
_130_,VPWR,li1,41.4000,24.4800,1.799977
_129_,VPWR,li1,37.9500,24.4800,1.799979
_128_,VPWR,li1,38.4100,29.9200,1.799987
_127_,VPWR,li1,39.7900,19.0400,1.799977
_126_,VPWR,li1,39.3300,19.0400,1.799977
_125_,VPWR,li1,15.1800,19.0400,1.799988
_124_,VPWR,li1,15.8700,19.0400,1.799988
_123_,VPWR,li1,20.9300,13.6000,1.799984
_122_,VPWR,li1,42.0900,19.0400,1.799976
_121_,VPWR,li1,44.3900,13.6000,1.799970
